"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
33.5312370307081,20.0859501981176,24.4687745359261,22.938545930665,23.6357245524414,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
32.9225283502378,20.5700304848142,22.8735150245484,24.7868528123945,20.5981951928698,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0
33.4566675660742,21.5585070347879,23.8870712765492,24.654121597996,24.5950255147181,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1
32.9587095959646,24.077791813761,23.6656492284965,20.5373536329716,22.4919767491519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7463526022238,24.1894244507421,21.3917504262645,21.5440667292569,24.3823988211807,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
33.3551045466066,24.011172048049,21.0529401770327,21.8818176211789,22.7314640604891,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
32.6445626075664,22.4255635484587,21.0473916481715,20.0535845209379,23.601874258602,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
33.3661577767234,20.654310954269,22.3448280675802,24.9081624823157,22.8937180445064,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33.0548088434975,21.0858724219725,20.8722001372371,21.8609920656309,23.0376968858764,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
32.6875451559776,22.392456845846,21.2483639479615,21.2415954016615,20.3070146252867,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32.819904587547,22.0250165800098,22.2879096632823,21.5189846162684,23.1461699656211,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
32.7900243081641,24.1003370494582,22.0028826629277,21.8411724665202,21.4978281094227,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
32.9465415868453,24.1909926384687,21.8782182259019,20.9348099515773,22.1501394058578,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
33.0776726505928,24.2126012756489,20.1745433511678,21.5924708091188,24.9091670394409,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0
33.2461108867317,22.0529029611498,22.0328889775556,22.9733651736751,21.9028216623701,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
32.1659813410367,20.8703976252582,20.8743648347445,20.5362072121352,20.6092437007464,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
32.6809780954797,22.4776218552142,23.0142558540683,23.5511458653491,21.4563506213017,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
33.4450116316271,23.5611329274252,22.5360684969928,23.0178067751694,22.3452494444791,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
32.6708076217866,20.5417126044631,22.6055912487209,23.9720200002193,20.0038705975749,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
33.9651638387327,21.0992572782561,24.3557798373513,23.7059722631238,22.8407662734389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
33.4769549951997,20.8192372496706,20.7496785337571,22.9145300923847,24.509247468086,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0
33.8466363165397,23.9049878169317,24.9799673352391,21.1874949303456,23.2976781600155,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
33.644970776237,24.0212196076754,21.9354934932198,22.6456550962757,22.7972345100716,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
33.6664878483841,20.7599698135164,21.2211728363764,20.5991174886003,22.2936009627301,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
32.2817481292228,23.897402115399,20.9558899130207,24.4505117274821,23.3292684925254,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0
32.9576257502631,20.250546715688,24.6047791861929,24.1363343840931,21.8436260288581,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
32.9297945852526,22.5829171144869,22.9423229873646,21.6829516924918,20.413587418152,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.8436040237294,24.2360959842335,22.5958898861427,20.0453798484523,22.1597553754691,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32.2587551301445,22.5600404886063,20.8930689538829,20.0528084323741,20.0009547092486,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
33.5423501155975,20.7663995854091,21.4082995685749,22.08417998394,24.7065224580001,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32.5762754925487,20.8486180170439,21.1091382196173,24.3658921285532,21.2259412102867,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0178886855787,21.4444071555045,20.9539309050888,23.6186588893179,23.1657865305897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8237010556031,21.1522625701036,22.551903486019,22.4091602140106,20.3428809694014,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
32.4817988970357,24.1948147595394,20.9111190610565,20.5525305331685,20.9339566354174,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
33.9479265166073,21.7897414299659,24.431398792658,24.4050738064107,24.1060753318015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.3850357907931,21.0271619469859,20.6249603221659,20.0008229166269,21.5106413071044,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
34.2521394348942,22.2748854476959,22.8631486999802,21.1807594937272,24.4807413383387,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
33.6493987466296,20.1186571735889,24.736323680263,21.8137388548348,24.7849564591888,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
31.6474251089979,24.8596023232676,21.4626115525607,24.4075729569886,21.635186614003,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
32.3601457728916,20.4835562978406,21.9322735175956,21.2192836555187,21.5017680788878,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
33.0580509962996,20.2238172153011,20.8783358871005,23.0831181304529,22.3363692313433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
33.269577124016,24.2967609607149,24.7250496770721,20.4126159404404,20.4238678736147,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
32.9859683046332,24.8635777237359,24.2087879509199,22.9696152999531,22.3880318715237,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
32.5135786826285,22.7269174356479,20.9669844456948,21.8635445530526,21.1300020106137,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
33.8325300920508,24.0301974432077,23.7469697149936,23.702391871484,22.7279754972551,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
33.3676204621779,22.0743038342334,24.9110630946234,24.0266972978134,21.1649349553045,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
33.128040284288,20.3647550800815,20.328843354946,23.3139816834591,24.7764711047057,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32.0287839903482,20.202946633799,20.8299304766115,21.3966410572175,21.7750601808075,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
32.1611569261921,21.5366207668558,23.1137288827449,22.21280769445,20.0258105748799,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
32.8017523488406,22.6101163646672,21.5926221734844,20.8258587797172,22.5014477735385,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
32.9154290275749,22.0773125789128,22.9864691395778,24.6031380991917,20.8704202389345,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
32.9594818032432,24.087241475936,20.4499800363556,22.5098822265863,20.3097006864846,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
33.6765142149195,22.5511700601783,24.604553040117,23.3579835679848,21.3379734766204,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
32.5025997368146,23.732124955859,20.1322065002751,24.0009968820959,23.5192472115159,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
31.2459164103237,20.6226365058683,21.0535058553796,20.8192441659048,23.1504201795906,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
33.3668894661518,20.5009781452827,23.141412793193,22.0606283983216,24.5268118195236,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
33.3949883840152,20.8013328921515,24.6940609219018,22.1751874638721,23.8643059134483,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
32.9572227011554,22.0516804186627,22.2216840682086,20.2927519450895,22.1346689714119,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
33.2443823488082,23.995058775181,24.0813443646766,22.4042927147821,21.7173301056027,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
34.4790225029304,24.794949113857,23.6564834334422,23.9244609873276,24.5040355203673,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
32.8639328541402,22.7344229596201,21.27577788895,21.51652633911,23.9228673104662,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33.3363063197729,20.2259087155107,24.2501892871223,21.4540326979477,24.8287313792389,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
32.8363820929278,24.0284052118659,24.011430790415,24.4346828572452,20.9985983534716,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
32.1877834752195,20.4177189618349,20.4468831664417,22.4041276518255,20.6745585880708,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
34.8829172203455,24.0485628764145,24.0268492128234,23.2343024236616,24.6407308522612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.2899750130999,24.2740226851311,23.8169793074485,21.2792892649304,20.5126851028763,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33.2087234321245,22.5637756381184,24.3315546261147,20.2125093305949,21.0726468090434,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
33.3895414643076,22.4659415904898,24.9225886131171,21.9149194017518,20.6737841595896,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33.268947461897,24.7352996340487,23.5416775534395,24.0774463152047,20.9749259473756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
32.5188466939991,21.1307912995107,20.5162520974409,21.2796951772179,21.2203443504404,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
32.8094052510891,22.194280436961,23.1448567193002,22.381498151226,20.0086292391643,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
33.9265400425125,22.4464106222149,21.9912159396335,23.7611700722482,21.4243135822471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32.6598964644656,23.0036766477861,20.5337377241813,21.0015478578862,21.7597203073092,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32.6364307755505,23.6548100749496,22.3313413548749,22.8129413863644,23.2198203308508,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34.083970630971,20.7241512625478,24.9643929686863,24.6131836727727,21.7037047480699,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
31.7329591699366,24.5936505193822,21.2326513032895,23.1082561181393,21.0314080060925,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0
33.5980910900019,20.7675557944458,22.8758767817635,23.5856976918876,22.023204669822,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
32.6764140398949,22.5397502281703,21.1651355458889,22.7034634072334,20.2896877541207,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
31.512556885638,23.5823102633003,20.8057880739216,24.6462523913942,22.4426552816294,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32.4453987015202,21.2625644681975,22.0757201500237,21.205227401806,21.5818550542463,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
33.355256617443,23.3502057928126,22.8730652923696,21.5821683371905,22.7470117073972,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33.3608805060476,22.3135429096874,24.5821957138833,22.7099022618495,24.9583741510287,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
33.2347241008688,23.3833724574652,22.3902667616494,21.1694519512821,20.3679642430507,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0
34.0620410338428,20.5492228281219,23.6773277260363,21.8106682330836,24.5641925232485,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
34.6669645531435,20.3881250426639,24.7807993949391,22.8077141218819,20.0156090059318,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
32.8923286292326,21.3605017482769,20.6004404218402,23.0747960845474,22.1227523777634,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0
33.0645349223358,21.834679977037,21.8921982694883,24.6314635570161,23.9535947155673,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
32.4959822987661,24.6925928944256,20.1274089631625,20.8196381898597,21.9746635039337,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
33.0812473227764,20.5303150694817,20.9126170375384,20.7609658222646,21.4338698401116,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
33.2208473473255,23.6233204370365,21.8856191076338,23.324772809865,22.4139160278719,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
32.1029094981779,20.4963784199208,23.4200954588596,23.8362882856745,21.1227547517046,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
34.0773118762707,22.2447372460738,24.4236572133377,22.1816842537373,24.2447167483624,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
33.7995489528433,22.9735671309754,21.1780463578179,23.3766262291465,23.7674883159343,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
33.0731907473545,22.0128792885225,21.8042132118717,24.9733299203217,23.6006092955358,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
34.0833454246643,20.7667683484033,23.2446633419022,20.5004061374348,24.1178678721189,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
32.9641716596022,22.8515784163028,20.4272138280794,20.8370607579127,24.9613374692854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31.9939859039193,24.8478984553367,20.8294743124861,23.0133075360209,21.2516971805599,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33.3760463511125,23.6845086305402,24.0695599454921,23.4945191885345,21.7746220109984,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
34.1869905748134,24.8399710375816,24.6462985733524,24.2500232369639,24.8570846614894,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
32.8056775400726,23.2702035538387,20.7858988270164,24.7166097699665,20.8817264402751,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1
33.0830455965994,21.3899127684999,23.9639536535833,22.0605383592192,22.1366893232334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0202910500398,24.045967872953,20.5657380714547,23.9695370430127,22.1110378298908,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
33.2619665355972,20.6156828289386,22.8284446173348,20.3527697490063,22.1548725839239,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0
33.8622245578103,23.0881684587803,23.3944363263436,24.1788407997228,23.585599786602,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33.0582319728588,23.5668317903765,20.2041814860422,24.2944885208271,23.4253265871666,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
33.8982707978082,20.1344094891101,22.4736446805764,20.8799585863017,24.3721470830496,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.0435531089421,23.0803963344079,23.1542507128324,23.6343077640049,23.1917974434327,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
32.6057541004172,24.9623380333651,20.6430749688298,20.155198368011,22.5759903050493,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
33.7809802300953,21.1463559546974,24.7189172520302,21.8676852015778,24.0819893789012,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
33.0254461402149,22.6522376504727,20.2260097966064,20.2473958302289,22.0235178468283,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
32.7224585537844,22.201772807166,23.0016438267194,20.9169780043885,20.027212993009,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
33.730513841033,22.0248784695286,24.6416040661279,21.8812442943454,21.7576076369733,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
34.4023316222184,21.3210605655331,22.4277639412321,21.6699940536637,24.4082632916979,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
32.902139965331,20.2528325316962,22.0760059775785,21.9433409313206,22.3361982917413,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
32.5350786600844,20.7756710273679,22.4650118476711,24.5987697469536,21.2968895444646,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
33.4274296052844,22.8419850068167,22.7135062415618,24.7550212382339,24.424483400071,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
32.3951208546229,21.1416212364566,21.7651119525544,23.7130248837639,23.0095425236505,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4562948135104,21.6900497069582,22.8129604028072,23.0347519961651,21.6003135603387,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
32.9016344187012,20.4059882194269,24.2122676467989,21.5340109064709,20.3301649761852,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1
33.5076373618717,21.0597969649825,23.1244437431451,21.1404950078577,24.400062484201,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
32.8539600827426,20.7635525800288,20.8714689721819,23.4024231752846,22.2126723546535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33.9666280595436,24.0061894338578,24.960358251119,24.131833310239,23.1378264352679,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
32.6203719088461,23.3989193360321,22.0632464531809,21.5935367054772,21.6685080784373,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
33.9881323515253,20.802981214365,24.2713612038642,24.6478135685902,24.8881266976241,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.3859030013356,24.0665082633495,23.8815393159166,22.4680140102282,20.3072276979219,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
32.6521946900252,21.1029548046645,23.1964412238449,20.5118316609878,20.8429247676395,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
34.0925837272665,24.3874382332433,24.6169835736509,22.9499851202127,24.6177427459043,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0
32.3588776314413,23.1439174129628,20.1193660520948,23.032370560104,20.6182584841736,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
32.6934341529562,22.571406426141,22.9211849148851,22.837594615994,21.6980425582733,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
33.8887922240271,23.0711854831316,23.7085431243759,24.2416305432562,24.0547456010245,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
33.4083013846734,24.1817573574372,21.6352173127234,21.6387475805823,24.9998095456976,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32.91933554307,21.921365353046,24.3288305727765,20.8452266664244,22.4830217531417,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
33.2535225315481,21.0417972668074,23.0571313283872,24.6768849599175,21.5402746549807,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
31.7091174963845,23.7458649429027,21.0494649701286,23.4552053618245,22.1312856464647,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1
33.5310552068084,20.86080237641,22.7485966985114,20.7379682757892,22.0031883823685,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0
33.0656227826916,21.2624956597574,21.7117532214615,20.8765107090585,22.0450365787838,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
33.5018987477295,21.7011597857345,23.4609290480148,23.5457996686455,22.1976059384178,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
32.0639479984894,20.2592621440999,20.7890590350144,24.4992675108369,23.5493179003242,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
33.6071490011387,21.3639351457823,23.8691579236183,20.5678765091579,23.6772272596136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0601798683961,21.8044338899199,24.5792268146761,24.7601932287216,23.3187973976601,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
32.4162112468342,21.2980389187578,22.7110769564752,20.9936961089261,20.4652523715049,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0
33.0383237169625,23.0527976050507,21.2172597716562,24.1559696453623,20.3688932373188,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
33.1848947020762,24.2012874153443,22.1492256922647,21.8175548652653,24.5586030150298,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32.6618601071165,23.3628805773333,23.7527080159634,23.170935154194,21.4370266639162,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
34.306415162088,20.324082551524,24.9851110391319,24.576391542796,24.4285665103234,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
33.4154855541518,23.5496655257884,22.1365386166144,20.6173489463981,24.3047127942555,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0
33.1549581584171,22.4659075797535,22.3119591129944,23.6026942927856,23.3635133341886,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
33.3423428629389,24.9041711702012,23.6818201746792,23.2742262515239,22.2721476561856,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
33.330396542136,22.8307046345435,21.1796884972136,23.3188609266654,23.5603492090013,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
33.473566814792,20.3619840787724,22.8222357155755,24.0547047392465,20.4704058403149,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33.1647890232481,22.4848127365112,22.4996500427369,24.5254893205129,20.6568133411929,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
33.606160558441,20.4096416349057,23.5097488248721,23.6182657687459,21.6563059319742,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32.6830711980092,23.8884214498103,21.3768502278253,20.1713313220534,20.8725472248625,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
32.7106940028224,24.879217648413,20.8780067891348,21.1497793055605,24.3510800215881,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
32.3610381411087,20.5756065633614,20.7397335383575,21.7280417028815,20.6333975750022,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
32.7197942399314,24.9043819436338,23.5473463463131,22.0858810096979,20.6260910374112,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
32.1857243168066,23.8021023769397,21.7857827502303,20.1870768819936,23.1852843076922,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33.1734258379655,20.7621117250528,23.7538141722325,20.249414073769,23.1251540465746,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
32.8669854401661,21.0375149908941,24.3257562012877,22.4611861887388,23.508274628548,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
33.758252935232,20.5336430459283,22.0472776063252,23.8041016634088,24.6641705778893,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0
33.2229536556863,23.2435006147716,20.9799674770329,20.2233550325036,21.1653492238838,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
